,Ticker,Fuente,Mínimo,Máximo,Actual,% Subida a Máx,País,PEG Ratio,P/E Ratio,P/B Ratio,ROE,ROIC,FCF Yield,Debt/Equity,EV/EBITDA,Dividend Yield,Beta,Contexto,Semáforo Riesgo
20,PETR4.SA,Yahoo Finance,1.55,38.11,32.13,18.62,Brazil,,8.421053,1.0419381,0.12019,0.086969994,,93.137,3.731,22.14,0.331,"Petróleo Brasileiro S.A. - Petrobras explores, produces, and sells oil and gas in Brazil and internationally. The company operates through three segments: Exploration and Production; Refining, Transportation and Marketing; and Gas and Power. The Exploration and Production segment explores, develops, and produces crude oil, natural gas liquids, and natural gas primarily for supplies to the domestic refineries. The Refining, Transportation and Marketing segment engages in the refining, logistics, transport, acquisition, and exports of crude oil; and production of fertilizers, as well as holding interests in petrochemical companies. The Gas and Power segment is involved in the logistic and trading of natural gas and electricity; transportation and trading of LNG; generation of electricity through thermoelectric power plants; renewable energy businesses; low carbon services; and natural gas processing business, as well as production of biodiesel and its co-products. The company also engages in prospecting, drilling, refining, processing, trading, and transporting crude oil from producing onshore and offshore oil fields, and shale or other rocks, as well as oil products, natural gas, and other liquid hydrocarbons. In addition, it engages in research, development, production, transport, distribution, and trading of energy. The company was incorporated in 1953 and is headquartered in Rio de Janeiro, Brazil.",VERDE
68,COST,Yahoo Finance,38.4,1075.46,999.03,7.65,United States,,58.471107,17.325975,0.32894,0.087349996,,31.431,36.29,0.52,0.99,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, Mexico, Japan, the United Kingdom, Korea, Australia, Taiwan, China, Spain, France, Iceland, New Zealand, and Sweden. The company offers branded and private-label products in a range of merchandise categories. It offers merchandise, such as sundries, dry groceries, candies, coolers, freezers, deli, liquor, and tobacco; appliances, electronics, health and beauty aids, hardware, lawn and garden, sporting goods, tires, toys and seasonal products, office supplies, automotive care products, postages, tickets, apparel, small appliances, furniture, domestics, housewares, special order kiosks, and jewelry; and meat, produce, service deli, and bakery products. The company also operates gasoline, pharmacies, optical, food courts, hearing-aid centers, and tire installation centers; and offers business delivery, travel, grocery, and various other services online. It also operates e-commerce websites. The company was formerly known as Costco Companies, Inc. and changed its name to Costco Wholesale Corporation in August 1999. Costco Wholesale Corporation was founded in 1976 and is based in Issaquah, Washington.",VERDE
93,ULVR.L,Yahoo Finance,1679.69,5313.8,4567,16.35,United Kingdom,,23.626944,564.7059,0.29405,0.09069,,142.11,11.429,3.29,0.233,"Unilever PLC operates as a fast-moving consumer goods company in the Asia Pacific, Africa, the Americas, and Europe. It operates through five segments: Beauty & Wellbeing, Personal Care, Home Care, Foods, and Ice Cream. The Beauty & Wellbeing segment engages in the sale of hair care products, such as shampoo, conditioner, and styling; skin care products, including face, hand, and body moisturizers; and Prestige beauty and wellbeing products. The Personal Care segment offers skin cleansing products comprising soaps and showers; deodorants; and oral care products consisting of toothpaste, toothbrush, and mouthwash products. The Home Care segment is involved in the sale of fabric care products, including washing powders and liquids, and rinse conditioners; and fabric enhancers, and home and hygiene cleaning products. The Foods segment provides cooking aids and mini meals, such as soups, bouillons, and seasonings, as well as condiments, mayonnaise and ketchup, and food solutions. The Ice Cream segment offers ice cream products, including in-home and out-of-home ice creams. The company provides its products under the AXE, Ben & Jerry's, Clear, Cif, Closeup, Comfort, Cornetto, Dermalogica, Domestos, Dove, Dove Men+Care, Hellmann's, Horlicks, Knorr, LUX, Lifebuoy, Liquid I.V., Magnum, Nutrafol, OMO, Pond's, Paula's Choice, Pepsodent, Rexona, Sunlight, Sunsilk, Surf, TRESemmé, Vaseline, Wall's, and Yasso brand names. Unilever PLC was founded in 1860 and is headquartered in London, the United Kingdom.",VERDE
104,NTES,Yahoo Finance,4.6,122.1,106.4,14.76,China,,16.74882,2.4294167,0.22364001,0.096829996,,8.995,6.75,2.43,0.822,"NetEase, Inc. engages in online games, music streaming, online intelligent learning services, and internet content services businesses in China and internationally. The company operates through Games and Related Value-Added Services; Youdao; NetEase Cloud Music; and Innovative Businesses and Others segments. It develops and operates mobile and PC games; and offers games licensed from other developers. The company also provides live streaming service, and other related or ancillary value-added services related to games, such as the sale of game-themed merchandise. In addition, it offers digital content services with interactive learning features, including Youdao Lingshi and Youdao Literature; STEAM courses consisting computer coding courses and other STEAM courses; and adult courses, such as China University massive open online course. Further, the company provides Youdao Dictionary, an online language tool; Confucius, a large language model for the education sector; Hi Echo, an AI-driven virtual English-speaking tutor; Mr. P AI Tutor, a conversation-based tool; Youdao Desktop Translation, a desktop dictionary tool; U-Dictionary, an online dictionary and translation app; iRecord, an audio transcription tool; LectMate, an interpretation software for study-abroad lecture scenarios; iArch, an AI home design software; Baby Genius, an AI baby generator; and One Translate Translator, a translation tool for travelers. It also offers online marketing services consisting of performance-based advertising services, and global marketing and promotion services through banners, text links, videos, logos, buttons, and rich media. Additionally, the company develops and offers smart devices, including Youdao Dictionary Pen, Youdao Listening Pod, and Youdao Smart Learning Pad. The company was formerly known as NetEase.com, Inc. and changed its name to NetEase, Inc. in March 2012. NetEase, Inc. was founded in 1997 and is headquartered in Hangzhou, the People's Republic of China.",VERDE
6,TGSU2.BA,Yahoo Finance,0.93,7990,6880,16.13,Argentina,,13.986013,2.3187695,0.18070999,0.09702,,25.973,7.713,,-0.162,"Transportadora de Gas del Sur S.A. engages in transportation of natural gas, and production and commercialization of natural gas liquids in Argentina and internationally. The company operates through four segments: Natural Gas Transportation Services; Liquids Production and Commercialization; Midstream; and Telecommunications. The Natural Gas Transportation segment transports natural gas through pipeline system to distribution companies, power plants, and industrial customers. It provides operation and maintenance services for the natural gas transportation facilities. The Liquids Production and Commercialization segment produces and commercializes natural gas liquids, such as ethane, liquid petroleum gas, natural gasoline, propane, and butane. This segment offers certain related services comprising reception, storage, and dispatch of the liquids. The Midstream segment provides natural gas conditioning services; treatment, removal of impurities and natural gas compression, including the collection and transport of natural gas; and inspection and maintenance of pipelines and compressor plants services. In addition, this segment offers steam generation for electricity production and management services for expansion works and steam generation for the production of electricity. The Telecommunications segment offers data transmission services through a network of digital terrestrial radio relay. It serves residential, commercial, industrial, and electric power generation end users. The company was incorporated in 1992 and is headquartered in Buenos Aires, Argentina. Transportadora de Gas del Sur S.A. is a subsidiary of Compañía de Inversiones de Energía S.A.",VERDE
39,MULT3.SA,Yahoo Finance,6.54,30,25.92,15.76,Brazil,,10.804167,2.204557,0.20382999,0.09743,,95.875,8.952,3.47,0.065,"Multiplan Empreendimentos Imobiliários S.A. engages in the planning, development, construction, and sale of real estate projects in Brazil. The company develops residential or commercial properties, including urban shopping malls. It is also involved in the purchase and sale of real estate properties, as well as acquisition and disposal of real estate rights, and its operation through leasing. In addition, the company provides management and administrative services for own or third party shopping malls; consultancy and technical advisory and support services concerning real estate matters; and civil construction, construction works execution, and engineering and related services. Further, it engages in the planning, development, management, promotion, and intermediation of real estate projects; import and export of goods and services related to its activities; generation and sale of electric power; storage of vehicles; and parking, as well as operates theaters; and involved in advertising, agency, and amusement services. Additionally, the company engages in artistic, cultural events, exhibitions, auctions, music festivals, cinematographic, social and promotional events; and charities; and leases sound and light equipment. Multiplan Empreendimentos Imobiliários S.A. was founded in 1974 and is based in Rio de Janeiro, Brazil.",VERDE
24,ABEV3.SA,Yahoo Finance,3.24,19.17,14.25,34.55,Brazil,,15.714286,2.367158,0.16239999,0.099980004,,3.371,7.578,6.48,0.423,"Ambev S.A., through its subsidiaries, engages in the production, distribution, and sale of beer, draft beer, carbonated soft drinks, malt and food, other alcoholic beverages, and non-alcoholic and non-carbonated products in Brazil, Central America and Caribbean, Latin America South, and Canada. It offers beer primarily under the Skol, Brahma, Antarctica, Brahva, Budweiser, Bud Light, Beck, Leffe, Hoegaarden, Balboa ICE, Balboa, Atlas Golden Light, Atlas, Bucanero, Cristal, Mayabe, Presidente, Presidente Light, Brahma Light, Bohemia, The One, Corona, Modelo Especial, Stella Artois, Quilmes Clásica, Paceña, Taquiña, Huari, Becker, Cusqueña, Michelob Ultra, Busch, Pilsen, Ouro Fino, Bud 66, Banks, Deputy, Patricia, Labatt Blue, Alexander Keith's, and Kokanee brands. The company also provides carbonated soft drinks, bottled water, isotonic beverages, energy drinks, coconut water, powdered and natural juices, and ready-to-drink teas under the Guaraná Antarctica, Gatorade, H2OH!, Pepsi Black, Lipton Iced Tea, Fusion, Pepsi-Cola, Canada Dry, Squirt, Red Rock, Red Bull, Seven Up, Nutrl, Bud Light Seltzer, Palm Bay, and Mike's brands. It offers its products through a network of third-party distributors and a direct distribution system. The company was founded in 1885 and is headquartered in São Paulo, Brazil. Ambev S.A. is a subsidiary of Interbrew International B.V.",VERDE
84,OR.PA,Yahoo Finance,54.89,448.77,385.15,16.52,France,,31.461475,6.057796,0.20625,0.10023,,25.635,21.801,1.82,0.866,"L'Oréal S.A., through its subsidiaries, manufactures and sells cosmetic products for women and men worldwide. The company operates through four divisions: Professional Products, Consumer Products, Luxe, and Dermatological Beauty. It offers skincare, make-up, hair colourants, haircare, perfumes, and hygiene products. The company provides its products under the L'Oréal Paris, Garnier, Maybelline New York, NYX Professional Makeup, Stylenanda, Essie, Dark & Lovely, Mixa, L'Oréal Professionnel Paris, Kérastase, Redken, Matrix, Pureology, Lancôme, Yves Saint Laurent Beauté, Armani Beauty, Kiehl's, Helena Rubinstein, Aesop, Biotherm, Valentino, Prada, Shu Uemura, IT Cosmetics, Mugler, Ralph Lauren, Urban Decay, Azzaro, Maison Margiela, Viktor&Rolf, Takami, La RochePosay, CeraVe, Vichy, SkinCeuticals, and Skinbetter Science brand names. It sells its products through distribution channels, such as hair salons, local stores, e-commerce, travel retail, mass market retail, department store perfumeries, pharmacies, drug stores, medi-spas, and free-standing stores. L'Oréal S.A. was founded in 1909 and is headquartered in Clichy, France.",VERDE
129,ASIANPAINT.NS,Yahoo Finance,155.23,3497.63,2324.6,50.46,India,,59.496872,11.277858,0.18792,0.103240006,,11.418,36.923,1.07,0.381,"Asian Paints Limited, together with its subsidiaries, engages in the manufacturing, selling, and distribution of paints, coatings, and products related to home decoration and bath fittings in Asia, the Middle East, Africa, and the South Pacific region. The company offers wall coverings; textures painting aids; waterproofing products; wall stickers; mechanized tools; adhesives; modular kitchens and wardrobes; bath fittings and sanitaryware; decorative lighting products; fabrics, furniture, furnishings, and rugs; and unplasticized polyvinyl chloride windows and door systems, as well as personalized interior design, safe painting, and color consulting services. It also provides interior and exterior wall finishes, wood finishes, enamels, tools, undercoats, thinners, and varnishers. The company offers its products under the Asian Paints, SCIB Paints, Apco Coatings, Asian Paints Berger, Taubman, Asian Paints Causeway, and Kadisco Asian Paints brand names through a network of dealers and retail stores, as well as operates asianpaints.com, an online shop. Asian Paints Limited was founded in 1942 and is headquartered in Mumbai, India.",VERDE
138,HINDUNILVR.NS,Yahoo Finance,169.56,3005.73,2360,27.36,India,,51.875965,11.186518,0.21124001,0.106520005,,3.322,36.706,2.03,0.386,"Hindustan Unilever Limited, a fast-moving consumer good company, manufactures and sells food, home care, personal care, and refreshment products in India and internationally. The company operates through Home Care, Beauty & Personal Care, Foods & Refreshment, and Others segments. The Home Care segment engages in detergent bars and powders, detergent liquids, scourers, water business, purifiers business, etc. The Beauty & Personal Care segment provides oral, skin, and hair care products; and soaps, deodorants, talcum powder, color cosmetics, salon services, etc. The Foods & Refreshment segment provides culinary products, including tomato-based products, fruit-based products, soups, etc.; and tea, coffee, nutrition drinks, ice-cream, and frozen desserts. The Others segment engages in activities, such as export, consignment, etc. The company is also involved in the job work, real estate, and discharge trust businesses. The company was founded in 1888 and is headquartered in Mumbai, India.",VERDE
116,QFIN,Yahoo Finance,5.46,47.23,46.05,2.57,China,,8.03421,0.2688068,0.27015,0.106529996,,6.815,0.84,2.82,0.587,"Qifu Technology, Inc., together with its subsidiaries, operate AI-empowered credit-tech platform under the Qifu Jietiao brand in the People's Republic of China. The company provides credit-driven services that match borrowers with financial institutions to conduct borrower acquisition, credit assessment, fund matching, and post-facilitation services; and platform services, including loan facilitation and post-facilitation services to financial institution partners under an intelligence credit engine, referral services, and other technology solutions. It serves financial institutions, consumers, and small and micro-enterprises. The company was formerly known as 360 DigiTech, Inc. and changed its name to Qifu Technology, Inc. in March 2023. Qifu Technology, Inc. was founded in 2016 and is headquartered in Shanghai, the People's Republic of China.",VERDE
75,PG,Yahoo Finance,38.36,177.5,158.73,11.83,United States,,25.206348,7.2306714,0.30294,0.10977,,64.975,16.465,2.66,0.411,"The Procter & Gamble Company engages in the provision of branded consumer packaged goods worldwide. The company operates through five segments: Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine & Family Care. The Beauty segment offers conditioners, shampoos, styling aids, and treatments under the Head & Shoulders, Herbal Essences, Pantene, and Rejoice brands; and antiperspirants and deodorants, personal cleansing, and skin care products under the Olay, Old Spice, Safeguard, Secret, SK-II, and Native brands. The Grooming segment provides blades and razors, shave products, appliances, and other grooming products under the Braun, Gillette, and Venus brand names. The Health Care segment offers toothbrushes, toothpastes, and other oral care products under the Crest and Oral-B brand names; and gastrointestinal, pain relief, rapid diagnostics, respiratory, vitamins/minerals/supplements, and other personal health care products under Metamucil, Neurobion, Pepto-Bismol, and Vicks brands. The Fabric & Home Care segment provides fabric enhancers, laundry additives, and laundry detergents under the Ariel, Downy, Gain, and Tide brands; and air care, dish care, P&G professional, and surface care products under the Cascade, Dawn, Fairy, Febreze, Mr. Clean, and Swiffer brands. The Baby, Feminine & Family Care segment offers baby wipes, and taped diapers and pants under the Luvs and Pampers brands; adult incontinence and feminine care products under the Always, Always Discreet, and Tampax brands; and paper towels, tissues, and toilet papers under the Bounty, Charmin, and Puffs brands. It sells its products primarily through mass merchandisers, e-commerce, grocery stores, membership club stores, drug stores, department stores, distributors, wholesalers, specialty beauty stores, high-frequency stores, pharmacies, electronics stores, and professional channels, as well as directly to consumers. The company was founded in 1837 and is headquartered in Cincinnati, Ohio.",VERDE
89,NOVN.SW,Yahoo Finance,18.84,99.78,90.1,10.74,Switzerland,,16.93985,4.6019506,0.32887,0.11422,,81.322,9.089,3.88,0.53,"Novartis AG engages in the research, development, manufacture, distribution, marketing, and sale of pharmaceutical medicines in Switzerland and internationally. The company offers Entresto, an angiotensin receptorneprilysin inhibitor for the treatment of symptomatic chronic heart failure with reduced ejection fraction (HFrEF); Cosentyx to treat plaque psoriasis, pso riatic arthritis, ankylosing spondylitis, and nonradiographic axial spondy loarthritis; Kisqali, a selective oral cyclin dependent inhibitor of kinases 4 and 6 (CDK4/6); Promacta/Revolade to treat immune thrombocytopenia (ITP), thrombocytopenia, and patients with severe aplastic anemia (SAA); Tafinlar+Mekinist, an oral combination therapy to treat patients with certain types of cancers; and Jakavi for the treatment of myelofibrosis, polycythemia vera, and acute or chronic graftversushost disease (GvHD). It also provides Tasigna to treat philadelphia chromosomepositive chronic myeloid leukemia in the chronic and/or accelerated phase; Xolair for the treatment of allergic asthma and nasal polyps or severe chronic rhinosi nusitis with nasal polyps; Ilaris to treat fever syndromes, Still's disease, and acute gouty arthritis; Pluvicto to treat prostatespecific membrane anti genpositive metastatic castrationresistant prostate cancer; Sandostatin SC and Sandostatin LAR to treat acromegaly carcinoid tumors and other types of functional gastro intestinal and pancreatic neuroendocrine tumors; Zolgensma for the treatment of genetic root cause of spinal muscular atrophy; Lucentis; Leqvio to reduce LDL cholesterol; Lutathera; Scemblix; and Fabhalta. The company focuses on therapeutic areas, such as cardiovascular, renal and metabolic, immunology, neuroscience, oncology, and hematology. It has a license and collaboration agreement with Alnylam Pharmaceuticals, Inc. to develop, manufacture, and commercialize Leqvio (inclisiran), a therapy to reduce LDL cholesterol. Novartis AG was incorporated in 1996 and is headquartered in Basel, Switzerland.",VERDE
12,TGNO4.BA,Yahoo Finance,0.29,4006.88,3440.21,16.47,Argentina,,41.40885,1.591822,0.18642999,0.12810999,,6.814,5.719,10.76,,"Transportadora de Gas del Norte S.A. engages in the natural gas transportation in the north and central west regions of Argentina. The company operates and maintains approximately 11,222 km of both own and third party pipelines. It also provides operation, maintenance, integrity, pipeline connection and hot taps, engineering, pipeline works management, consulting, training, SCADA and communications, community, damage prevention, and special projects services to third-party pipelines in Argentina, Chile, Mexico, Peru, and Uruguay. Transportadora de Gas del Norte S.A. was incorporated in 1992 and is based in Buenos Aires, Argentina. The company operates as a subsidiary of Gasinvest S.A.",VERDE
137,HCLTECH.NS,Yahoo Finance,58.92,1965.74,1619.6,21.37,India,,25.533209,544.4481,0.25,0.13012,,9.018,1508.852,4.45,0.364,"HCL Technologies Limited provides IT and business services, engineering and research and development services, and modernized software products and IP-led offerings. It operates through IT and Business Services; Engineering and R&D Services; and HCL Software segments. The company provides application development, management, modernization, and testing, as well as commercial applications; automation services, including digital integration, business process management, robotic process automation for intelligent automation, and low and no code services; digital process operations, such as customer experience management, hyper intelligent automation, supply chain management, finance and accounting, marketing operations and content, and human resource services; and data and AI services consisting of strategy and advisory, modernize data, simplify insights, and scale AI. It also offers commercial applications for sales, accounting, finance, HR, inventory, and manufacturing operations; cybersecurity services; systems engineering, simulation process and data management, manufacturing engineering, supplier collaboration, and digital thread and twin, as well as application, service, and product lifecycle management; and HCLTech Career Shaper, a learning and assessment platform. In addition, the company provides cloud engineering, digital platform engineering, digital commerce and manufacturing, silicon platform solutions, 5G engineering, SemiCloud, and AITech services; and IT enablement and service desk, unified communication and collaboration, workplace assessment and automation, mobility services, and cloud office. Further, it offers intelligent operations, internet of things, marketing services, operational technology, product engineering, supply chain, and unified service management, as well as enterprise network solutions. The company was founded in 1976 and is headquartered in Noida, India.",VERDE
28,WEGE3.SA,Yahoo Finance,1.7,58,44,31.82,Brazil,,29.657717,8.712539,0.32733002,0.14083,,17.987,21.14,0.95,0.377,"WEG S.A. engages in the production and sale of capital goods in Brazil and internationally. The company offers electric motors, generators, and transformers; gear units and geared motors; hydraulic and steam turbines; frequency converters; motor starters and maneuver devices; control and protection of electric circuits for industrial automation; power sockets and switches; and electric traction solutions for heavy vehicles, SUV vehicles, locomotives, and sea transportation capital goods. It provides solutions for the generation of renewable and distributed energy through hydro, thermal, biomass, wind, and solar energy power plants; solutions for industry; UPSs and alternators for groups of generators; conventional and movable electric substations; industrial electrical and electronic systems; industrial paint and varnish; and paints for automotive repainting. WEG S.A. was founded in 1961 and is headquartered in Jaraguá do Sul, Brazil. WEG S.A. operates as a subsidiary of WEG Participações e Serviços S.A.",VERDE
60,MSFT,Yahoo Finance,17.45,464.85,449.14,3.5,United States,,34.9915,10.457045,0.3361,0.14581999,,32.626,22.549,0.74,0.985,"Microsoft Corporation develops and supports software, services, devices and solutions worldwide. The Productivity and Business Processes segment offers office, exchange, SharePoint, Microsoft Teams, office 365 Security and Compliance, Microsoft viva, and Microsoft 365 copilot; and office consumer services, such as Microsoft 365 consumer subscriptions, Office licensed on-premises, and other office services. This segment also provides LinkedIn; and dynamics business solutions, including Dynamics 365, a set of intelligent, cloud-based applications across ERP, CRM, power apps, and power automate; and on-premises ERP and CRM applications. The Intelligent Cloud segment offers server products and cloud services, such as azure and other cloud services; SQL and windows server, visual studio, system center, and related client access licenses, as well as nuance and GitHub; and enterprise services including enterprise support services, industry solutions, and nuance professional services. The More Personal Computing segment offers Windows, including windows OEM licensing and other non-volume licensing of the Windows operating system; Windows commercial comprising volume licensing of the Windows operating system, windows cloud services, and other Windows commercial offerings; patent licensing; and windows Internet of Things; and devices, such as surface, HoloLens, and PC accessories. Additionally, this segment provides gaming, which includes Xbox hardware and content, and first- and third-party content; Xbox game pass and other subscriptions, cloud gaming, advertising, third-party disc royalties, and other cloud services; and search and news advertising, which includes Bing, Microsoft News and Edge, and third-party affiliates. The company sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online, and retail stores. The company was founded in 1975 and is headquartered in Redmond, Washington.",VERDE
119,INFY,Yahoo Finance,3.5,24.19,18.38,31.62,India,,24.302631,6.701741,0.28893,0.14992,,5.997,16.074,2.81,0.537,"Infosys Limited, together with its subsidiaries, provides consulting, technology, outsourcing, and next-generation digital services in North America, Europe, India, and internationally. It provides digital marketing and digital workplace, digital commerce, digital experience and interactions, metaverse, data analytics and AI, applied AI, generative AI, sustainability, blockchain, engineering, Internet of Things, enterprise agile DevOps, application modernization, cloud, digital process automation, digital supply chain, Microsoft business application and cloud business, service experience transformation, energy transition, cyber security, and quality engineering solutions; Oracle, SAP, and Saleforce solutions; API economy and microservices; and Topaz, an AI-first set of services, solutions, and platforms using generative AI technologies. The company's products and platforms include Finacle, a core banking solution; Edge suite of products; Panaya platform, Infosys Equinox, Infosys Helix, Infosys Applied AI, Infosys Cortex, and Stater digital platforms; and Infosys McCamish, an insurance platform. It serves aerospace and defense, agriculture, automotive, chemical manufacturing, communication, consumer packaged goods, education, engineering procurement and construction, healthcare, high technology, industrial manufacturing, information services and publishing, insurance, life science, logistics and distribution, media, entertainment, mining, oil and gas, private equity, professional, public, retail, travel, hospitality, utilities, and waste management industries. The company was formerly known as Infosys Technologies Limited and changed its name to Infosys Limited in June 2011. Infosys Limited was incorporated in 1981 and is headquartered in Bengaluru, India.",VERDE
80,ASML.AS,Yahoo Finance,22.06,992.77,683.7,45.21,Netherlands,,30.898422,15.341508,0.55618,0.15335,,21.033,23.391,1.08,1.221,"ASML Holding N.V. provides lithography solutions for the development, production, marketing, sales, upgrading, and servicing of advanced semiconductor equipment systems. It offers lithography, metrology, and inspection systems. The company also provides extreme ultraviolet lithography systems; and deep ultraviolet lithography systems comprising immersion and dry lithography systems solutions to manufacture various range of semiconductor nodes and technologies. In addition, it offers metrology and inspection systems, including YieldStar optical metrology systems to assess the quality of patterns on the wafers; and HMI electron beam solutions to identify and analyze individual chip defects. Further, the company provides computational lithography solutions, and lithography systems and control software solutions; and refurbishes and upgrades lithography systems, as well as offers customer support and related services. Additionally, it offers hardware, software, and services to chipmakers to produce the patterns of integrated circuits. The company operates in Japan, South Korea, Singapore, Taiwan, China, rest of Asia, the Netherlands, rest of Europe, the Middle East, Africa, and the United States. The company was formerly known as ASM Lithography Holding N.V. and changed its name to ASML Holding N.V. in 2001. ASML Holding N.V. was founded in 1984 and is headquartered in Veldhoven, the Netherlands.",AMARILLO
101,PDD,Yahoo Finance,17.15,202.82,119.45,69.79,Ireland,,11.519048,0.537417,0.44924,0.15886,,3.385,3.275,,0.562,"PDD Holdings Inc., a multinational commerce group, owns and operates a portfolio of businesses. It operates Pinduoduo platform which provides various product categories, including agricultural produce, apparel, shoes, bags, mother and childcare products, food and beverages, consumer electronics, electronic appliances, furniture and household goods, cosmetics and other personal care items, sports and fitness, and auto accessories; and Temu, an online platform, which enables merchants to streamline their manufacturing and operations. The company was formerly known as Pinduoduo Inc. and changed its name to PDD Holdings Inc. in February 2023. PDD Holdings Inc. was incorporated in 2015 and is based in Dublin, Ireland.",VERDE
76,LLY,Yahoo Finance,21.87,956.78,746.06,28.24,United States,,60.087326,44.46498,0.77278,0.16447,,243.609,32.051,0.8,0.472,"Eli Lilly and Company discovers, develops, and markets human pharmaceuticals in the United States, Europe, China, Japan, and internationally. The company offers Basaglar, Humalog, Humalog Mix 75/25, Humalog U-100, Humalog U-200, Humalog Mix 50/50, insulin lispro, insulin lispro protamine, insulin lispro mix 75/25, Humulin, Humulin 70/30, Humulin N, Humulin R, and Humulin U-500 for diabetes; Jardiance, Mounjaro, and Trulicity for type 2 diabetes; and Zepbound for obesity. It also provides oncology products, including Alimta, Cyramza, Erbitux, Jaypirca, Retevmo, Tyvyt, and Verzenio. In addition, the company offers Olumiant for rheumatoid arthritis, atopic dermatitis, severe alopecia areata, and COVID-19; Taltz for plaque psoriasis, psoriatic arthritis, ankylosing spondylitis, and non-radiographic axial spondylarthritis; Omvoh for ulcerative colitis; Cymbalta for depressive disorder, diabetic peripheral neuropathic pain, generalized anxiety disorder, fibromyalgia, and chronic musculoskeletal pain; Ebglyss for severe atopic dermatitis; and Emgality for migraine prevention and episodic cluster headache. It has collaborations with Incyte Corporation; Boehringer Ingelheim Pharmaceuticals, Inc.; F. Hoffmann-La Roche Ltd and Genentech, Inc.; Biologics, Inc., AbCellera Biologics Inc.; Verge Genomics; collaboration with AdvanCell to advance novel targeted alpha therapies for the treatment of cancer; and Chugai Pharmaceutical Co., Ltd. Eli Lilly and Company was founded in 1876 and is headquartered in Indianapolis, Indiana.",VERDE
63,GOOGL,Yahoo Finance,10.86,206.14,159.53,29.22,United States,,18.158306,5.734202,0.34789002,0.16896999,,8.254,13.773,0.53,1.01,"Alphabet Inc. offers various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, including ads, Android, Chrome, devices, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. It is also involved in the sale of apps and in-app purchases and digital content in the Google Play and YouTube; and devices, as well as in the provision of YouTube consumer subscription services. The Google Cloud segment offers AI infrastructure, Vertex AI platform, cybersecurity, data and analytics, and other services; Google Workspace that include cloud-based communication and collaboration tools for enterprises, such as Calendar, Gmail, Docs, Drive, and Meet; and other services for enterprise customers. The Other Bets segment sells healthcare-related and internet services. The company was incorporated in 1998 and is headquartered in Mountain View, California.",AMARILLO
71,V,Yahoo Finance,14.72,362.11,356.14,1.68,United States,,35.898895,18.021059,0.50655,0.16936001,,54.594,25.725,0.66,0.955,"Visa Inc. operates as a payment technology company in the United States and internationally. The company operates VisaNet, a transaction processing network that enables authorization, clearing, and settlement of payment transactions. It also offers credit, debit, and prepaid card products; tap to pay, tokenization, and click to pay services; Visa Direct, a solution that facilitates the delivery of funds to eligible cards, bank accounts, and digital wallets; Visa B2B Connect, a multilateral business-to-business cross-border payments network; Visa Cross-Border Solution, a cross-border consumer payments solution; and Visa DPS that provides a range of value-added services, including fraud mitigation, dispute management, data analytics, campaign management, a suite of digital solutions, and contact center services. The company also provides acceptance solutions, which include Cybersource and Authorize.net that provides new and enhanced payment integrations with ecommerce platforms, enabling sellers and acquirers to offer tailored commerce experiences; risk and identity solutions, such as Visa Advanced Authorization, Visa Secure, Visa Consumer Authentication Service, Visa Protect Authentication Intelligence, and Visa Provisioning Intelligence; and Visa Consulting and Analytics, a payment consulting advisory services. It provides its services under the Visa, Visa Electron, Interlink, V PAY, and PLUS brands. The company serves merchants, financial institutions, and government entities. Visa Inc. was founded in 1958 and is headquartered in San Francisco, California.",VERDE
64,META,Yahoo Finance,17.65,736.02,656.03,12.19,United States,,25.68562,8.962666,0.39835,0.17879999,,26.763,18.513,0.32,1.237,"Meta Platforms, Inc. engages in the development of products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality and mixed reality headsets, augmented reality, and wearables worldwide. It operates through two segments, Family of Apps (FoA) and Reality Labs (RL). The FoA segment offers Facebook, which enables people to build community through feed, reels, stories, groups, marketplace, and other; Instagram that brings people closer through instagram feed, stories, reels, live, and messaging; Messenger, a messaging application for people to connect with friends, family, communities, and businesses across platforms and devices through text, audio, and video calls; Threads, an application for text-based updates and public conversations; and WhatsApp, a messaging application that is used by people and businesses to communicate and transact in a private way. The RL segment provides virtual, augmented, and mixed reality related products comprising consumer hardware, software, and content that help people feel connected, anytime, and anywhere. The company was formerly known as Facebook, Inc. and changed its name to Meta Platforms, Inc. in October 2021. The company was incorporated in 2004 and is headquartered in Menlo Park, California.",AMARILLO
