,Semáforo Riesgo,Ticker,Fuente,Mínimo,Máximo,Actual,% Subida a Máx,País,PEG Ratio,P/E Ratio,P/B Ratio,ROE,ROIC,FCF Yield,Debt/Equity,EV/EBITDA,Dividend Yield,Beta,Contexto
2,AMARILLO,SUPV,Yahoo Finance,1.22,30.33,15.95,90.13,Argentina,-0.44,15.090477,0.008431556,0.15952,0.02779,,,,1.07,1.036,"Grupo Supervielle S.A., una compañía tenedora de servicios financieros, ofrece varios productos y servicios bancarios en Argentina. La compañía opera a través de banca personal y comercial, banca corporativa, tesorería bancaria, seguros y gestión de activos y otros segmentos de servicios. Ofrece cuentas de ahorro, depósitos de tiempo y demanda, y cuentas corrientes; varios productos de préstamos, incluidos préstamos personales, de consumo, hipotecarios, no garantizados y automovilísticos; sobregiros; préstamos con instalaciones especiales para proyectos y financiamiento de capital de trabajo; y arrendamiento, garantías bancarias para inquilinos, avances salariales, factorización nacional e internacional, garantías internacionales y cartas de crédito, planes de pago de nómina, tarjetas de crédito y débito, y los servicios de pago de beneficios de los ciudadanos para personas mayores, así como servicios e inversiones financieras, como fondos y garantías mutuas. La compañía también ofrece comercio exterior y gestión de efectivo; servicios de asesoramiento; Servicios del Tesoro; Productos de seguro que comprenden vida, hogar, accidentes personales, tecnología, cajeros automáticos, bolsas protegidas, contenido protegido y productos de seguro integrales para empresarios y clientes de PYME y otras pólizas de seguro; y la gestión de activos y otros servicios, así como opera como un corredor digital en línea. Opera a través de una red de sucursales bancarios, cajeros automáticos y terminales de autoservicio, así como dispensadores de efectivo con sistemas de identificación biométrica. La compañía fue conocida anteriormente como Inversiones y participaciones S.A. y cambió su nombre a Grupo Supervielle S.A. en noviembre de 2008. Grupo Supervielle S.A. se fundó en 1887 y tiene su sede en Buenos Aires, Argentina."
0,AMARILLO,GGAL,Yahoo Finance,3.25,72.22,62.47,15.61,Argentina,0.04,6.4752064,0.016420653,0.31073,0.05933,,,,4.2,1.043,"Grupo Financiero Galicia S.A., una compañía de holding de servicios financieros, ofrece varios productos y servicios financieros a individuos y empresas en Argentina. La compañía opera a través de los segmentos de Bank, Naranja X, Insurance y otros negocios. Ofrece ahorros, verificaciones y depósitos de tiempo; préstamos personales; préstamos expresos e hipotecarios; sobregiros; préstamos de compromiso y tarjetas de crédito; Tarjetas de crédito y débito; y servicios bancarios en línea. Además, la compañía ofrece productos financieros; fondos mutuos; Servicios de gestión de activos; Servicios de finanzas del consumidor y banca digital; cheque electrónico; Servicios de custodia global; Fondos FIMA; servicios de comercio exterior; y el mercado de capitales y los productos de banca de inversión. Además, proporciona robo, accidente personal, automóviles, vida, hogar, vida, pymes integrales, accidentes personales y otros productos de seguros; soluciones de pago; y productos financieros y de corretaje. Además, la compañía ofrece servicios de banca privada a personas de alto patrimonio neto; y opera la plataforma de inversión digital. Grupo Financiero Galicia S.A. se fundó en 1905 y tiene su sede en Buenos Aires, Argentina."
67,AMARILLO,AVGO,Yahoo Finance,1.19,248.58,232.42,6.95,United States,0.62,107.08333,3.905709,0.14845,0.069759995,2.32,166.032,4.331,1.02,1.059,"Broadcom Inc. diseña, desarrolla y suministra varios dispositivos semiconductores con un enfoque en dispositivos basados ​​en semiconductores de óxido metálico de señal digital y de señal mixta compleja y productos basados ​​en semiconductores analógicos III-V en todo el mundo. La compañía opera en dos segmentos, soluciones de semiconductores y software de infraestructura. Proporciona soluciones de silicio personalizadas de conmutación y enrutamiento de Ethernet, dispositivos de capa física óptica y de cobre, y componentes del transmisor de fibra óptica y los componentes del receptor; Set-Top Box System-on-Chips (SOCS), Datos sobre el módem de cable de la interfaz del servicio de cable e infraestructura de redes de red, DSL Access Multiplexer/Pon Terminación de línea óptica PON y SOC de puntos de acceso Wi-Fi, así como línea de suscriptores digitales (DSL)/cable, redes ópticas pasivas (PON); y componentes de fibra óptica y soluciones de conectividad de dispositivos móviles. La compañía también ofrece módulos y filtros frontales de RF; Wi-Fi, Bluetooth y Sistema de Posicionamiento Global/Sistema de satélite de navegación global SOCS; controladores táctil personalizados; Aplicación de carga inductiva circuitos integrados específicos; Interfaz del sistema informático pequeño en serie y la matriz redundante de controladores y adaptadores de discos independientes, interruptores expresos de interconexión de componentes periféricos, adaptadores de bus host del canal de fibra, leen socios basados ​​en canales, controladores de flash personalizados y preamplificadores; y optoacopladores, fibra óptica industrial, sensores industriales y médicos, codificadores de control de movimiento y subsistemas, diodos emisores de luz, Ethernet Phys, ICS de interruptor y microcontroladores de cámara. Sus productos se utilizan en diversas aplicaciones en redes empresariales y de centros de datos, incluidas redes de inteligencia artificial y conectividad, conectividad doméstica, cuadros establecidos, acceso de banda ancha, equipos de telecomunicaciones, teléfonos inteligentes y estaciones base, servidores de centros de datos y sistemas de almacenamiento, automatización de fábricas, generación de energía y sistemas de energía alternativa y pantallas electrónicas. Broadcom Inc. fue fundada en 1961 y tiene su sede en Palo Alto, California."
21,AMARILLO,VALE3.SA,Yahoo Finance,4.77,82,55.17,48.63,Brazil,-1.95,7.022989,6.3882437,0.14263,0.07453,1.5,51.004,20.531,13.58,1.061,"Vale S.A., junto con sus subsidiarias, produce y vende mineral de hierro, gránulos de mineral de hierro, níquel y cobre en Brasil e internacionalmente. La compañía opera a través de segmentos de materiales de transición de hierro y soluciones de energía. El segmento de soluciones de hierro produce y extrae mineral de hierro y gránulos, y otros productos ferrosos; y proporciona servicios logísticos relacionados. El segmento de materiales de transición de energía produce y extrae níquel; y sus subproductos, como oro, plata, cobalto, metales preciosos y otros, así como cobre utilizado en el sector de la construcción para producir tuberías y cables eléctricos. La compañía fue conocida anteriormente como Companhia Vale do Rio Doce y cambió su nombre a Vale S.A. en mayo de 2009. Vale S.A. fue fundada en 1942 y tiene su sede en Río de Janeiro, Brasil."
72,AMARILLO,MA,Yahoo Finance,17.73,578.27,576.59,0.29,United States,4.53,40.277386,78.23626,1.8770399,0.23363,2.77,280.795,29.731,0.53,1.061,"MasterCard Incorporated, una compañía de tecnología, proporciona procesamiento de transacciones y otros productos y servicios relacionados con el pago en los Estados Unidos e internacionalmente. La compañía ofrece productos integrados y servicios de valor agregado para titulares de cuentas, comerciantes, instituciones financieras, socios digitales, empresas, gobiernos y otras organizaciones, como programas que permiten a los emisores proporcionar a los consumidores créditos para diferir los pagos; productos y soluciones de pago que permiten a sus clientes acceder a fondos en depósito y otras cuentas; Servicios de programas prepagos; Servicios de pago de facturas de consumo; y productos y soluciones de pago de crédito, débito y pago prepagos. También proporciona soluciones que permiten a las empresas o gobiernos realizar pagos a las empresas, incluido el número de tarjeta virtual, que se genera dinámicamente a partir de una tarjeta física y aprovecha el límite de crédito de la cuenta de financiación; y una plataforma para optimizar las campañas de habilitación de pagos de proveedores para instituciones financieras. Además, la compañía ofrece MasterCard Move, que se asocia con mensajes digitales y plataformas de pago para permitir a los consumidores enviar dinero directamente dentro de las aplicaciones a otros consumidores; y se asocia con bancos centrales, fintechs e instituciones financieras para ayudar a los gobiernos y organizaciones sin fines de lucro, así como permitir varios flujos de pago transfronterizos. Además, proporciona soluciones de seguridad; personalización, lealtad de emisores y comerciantes y servicios de marketing; Análisis avanzado, inteligencia empresarial, información económica y basada en la ubicación, consultoría de pagos y servicios de información operativa; soluciones de procesamiento y puerta de enlace; y servicios bancarios abiertos. La compañía ofrece soluciones y servicios de pago bajo los nombres de MasterCard, Maestro y Cirrus. MasterCard Incorporated fue fundada en 1966 y tiene su sede en la compra, Nueva York."
69,AMARILLO,JPM,Yahoo Finance,19.58,278.24,263.01,5.79,United States,1.43,13.015948,2.2246685,0.17352,0.01413,,,,2.13,1.068,"JPMorgan Chase & Co. opera como una empresa de servicios financieros en todo el mundo. Opera a través de tres segmentos: Banca de Consumidores y Comunitarios, Banco Comercial e de Inversión, y Gestión de Activos y Patrimonio. La compañía ofrece depósitos, productos de inversión y préstamo, gestión de efectivo y pagos y servicios; Originación de hipoteca y actividades de servicio; hipotecas residenciales y préstamos de equidad en el hogar; y tarjetas de crédito, préstamos para automóviles, arrendamientos y servicios de viajes a consumidores y pequeñas empresas a través de sucursales bancarios, cajeros automáticos y banca digital y telefónica. También proporciona productos y servicios de banca de inversión, incluida la estrategia corporativa y el asesoramiento de la estructura, y los servicios de recaudación de capital de mercado de capital y deuda, así como el origen y la sindicación de préstamos; pagos; e Instrumentos en efectivo e derivados, soluciones de gestión de riesgos, corretaje principal e investigación, así como ofrece servicios de valores, incluidos custodia, servicios de fondos, liquidez y servicios de comercio y productos de soluciones de datos. Además, la compañía proporciona soluciones financieras, incluidos préstamos, pagos, banca de inversión y gestión de activos a pequeñas y medianas empresas, gobiernos locales, clientes sin fines de lucro y municipios, así como clientes inmobiliarios comerciales. Además, ofrece soluciones de gestión de inversiones múltiples en acciones, ingresos fijos, alternativas y fondos del mercado monetario a clientes institucionales e inversores minoristas; y productos y servicios de jubilación, corretaje, custodia, planificación patrimonial, préstamos, depósitos y productos de gestión de inversiones a clientes de alto patrimonio neto. La compañía fue fundada en 1799 y tiene su sede en Nueva York, Nueva York."
94,AMARILLO,VOW3.DE,Yahoo Finance,27.82,156.76,104.95,49.37,Germany,-0.13,5.557651,0.30108964,0.05511,0.02102,57.55,125.315,9.15,6.06,1.07,"Volkswagen Ag fabrica y vende automóviles en Alemania, otros países europeos, América del Norte, América del Sur, Asia-Pacífico e internacionalmente. Opera a través de cuatro segmentos: automóviles de pasajeros y vehículos comerciales ligeros, vehículos comerciales, ingeniería de energía y servicios financieros. El segmento de vehículos de pasajeros y vehículos comerciales ligeros se involucra en el desarrollo de vehículos, motores, motores, software de vehículos y baterías; produce y vende autos de pasajeros y vehículos comerciales ligeros, y piezas relacionadas; y ofrece motocicletas. El segmento de vehículos comerciales desarrolla vehículos, motores, motores, vehículos; desarrolla, produce y vende camiones y autobuses; y ofrece piezas y servicios relacionados. El segmento de ingeniería de energía ofrece motores diesel, turbomachinería y componentes de propulsión. El segmento de servicios financieros proporciona concesionarios y financiamiento de clientes, arrendamiento, banca directa y seguros, gestión de flotas y servicios de movilidad. La compañía vende sus productos bajo Volkswagen Passenger Cars, Koda, Seat/Cupra, Volkswagen Vehículos comerciales, Audi, Lamborghini, Bentley, Ducati, Porsche, Scania, Man, Volkswagen Truck & Bus, Vehículos Comerciales Internacionales, Traton y Bugatti Rimac. Volkswagen AG fue fundada en 1937 y tiene su sede en Wolfsburg, Alemania. Volkswagen AG funciona como una subsidiaria de Porsche Automobil Holding SE"
7,AMARILLO,LOMA,Yahoo Finance,2.75,21.4,12.27,74.38,Argentina,-0.26,16.68493,0.0016087312,0.13898,0.053969998,-395.89,22.71,1.171,,1.093,"Loma Negra Compañía Industrial Argentina Sociedad Anónima, junto con sus subsidiarias, fabrica y vende cemento y sus derivados en Argentina. La compañía opera a través de cemento, mampostería y lima; Concreto; Servicios ferroviarios; Agregados; y otros segmentos. Ofrece cemento de mampostería, agregados, concreto, concreto y lima a distribuidores mayoristas, productores de concreto, clientes industriales y otros para su uso en la construcción. La compañía también ofrece servicios de transporte ferroviario; y trata y recicla los desechos industriales para su uso como combustible y materia prima. Comercializa sus productos bajo Loma Negra, San Martín, Plasticor, Cacique Plus, Cacique Max, Loma Negra Plus y Lomax Brands. La compañía fue fundada en 1926 y tiene su sede en Buenos Aires, Argentina. Loma Negra Compañía Industrial Argentina Sociedad Anónima opera como una subsidiaria del intercambio de intercambios e inversiones argentina Sociedad Limitada."
97,AMARILLO,CS.PA,Yahoo Finance,3.86,41.67,40.48,2.94,France,0.82,12.510769,1.7710602,0.124680005,0.01006,5.59,102.502,7.988,5.31,1.113,"Axa SA, a través de sus subsidiarias, seguros, gestión de activos y servicios bancarios en todo el mundo. La compañía opera a través de seis segmentos: Francia, Europa, AXA XL, Asia, África y EME-Latam, AXA Investment Managers y Transversal & Other Segments. Ofrece seguros de vida y ahorro y productos de seguro de propiedad y víctimas. La compañía también proporciona productos de protección y jubilación para clientes individuales y profesionales; coberturas de reaseguro; Propiedad, víctimas primarias y excesivas, exceso de líneas y excedentes, responsabilidad ambiental, responsabilidad profesional, construcción, marina, energía, aviación y satélite, bellas artes y especificaciones, ganado y acuicultura, accidentes y salud y gestión de crisis. Además, ofrece soluciones de reaseguro con víctimas, riesgo de propiedad, catástrofe de propiedad, especialidad y otros reaseguros; reaseguro proporcional y no proporcional, y facultativo; Soluciones de gestión de riesgos y servicios de consultoría; Ecosistema integrado que combina activos médicos con servicios de seguro, que incluyen servicios en el sitio en clínicas, teleconsultación remota y servicios digitales, y servicios domésticos; Servicios de seguros y asistencia de viajes, así como la plataforma AXA Multilink; Tarjeta de pago virtual de movilidad; seguro paramétrico; y producto de retraso de vuelo paramétrico y una tarjeta ESIM. Además, la compañía proporciona servicios de gestión de activos en las diversas clases de activos y soluciones de múltiples gerentes. Además, ofrece motor, hogar, propiedad y responsabilidad general, salud, vida a término, vida entera, vida universal, dotación, anualidades diferidas e inmediatas, y otros productos basados ​​en inversiones para clientes minoristas/individuales y comerciales/grupales. Axa SA fue fundada en 1852 y tiene su sede en París, Francia."
81,AMARILLO,SIEGY,Yahoo Finance,26.09,129.67,125.15,3.61,Germany,0.43,23.808794,1.6476566,0.14071,0.03898,0.94,76.939,11.963,2.17,1.133,"Siemens Aktiengesellschaft, una empresa de tecnología, se enfoca en las áreas de automatización y digitalización en Europa, Commonwealth of Independent States, África, Medio Oriente, América, Asia y Australia. Opera a través de las industrias digitales, la infraestructura inteligente, la movilidad, los saludos de Siemens y los Servicios Financieros de Siemens (SFS). El segmento de las industrias digitales proporciona sistemas de automatización y software para fábricas, sistemas de control numérico, servomotores, unidades e inversores, y sistemas de automatización integrados para máquinas herramientas y máquinas de producción; sistemas de control de procesos, productos de comunicación de máquina a máquina, sensores y sistemas de identificación de radiofrecuencia; Software para la producción y gestión del ciclo de vida del producto, y simulación y prueba de sistemas mechatrónicos; y la plataforma de desarrollo de aplicaciones de bajo código de bajo código de nube de méndices. El segmento de infraestructura inteligente ofrece productos, sistemas, soluciones, servicios y software para apoyar la transición sostenible en la generación de energía de fuentes fósiles y renovables; edificios y comunidades sostenibles; y edificios, electrificación y productos eléctricos. El segmento de movilidad proporciona transporte de pasajeros y carga de ferrocarril, como sistemas de metro, tranvías y tren ligero, y trenes de cercanías, así como trenes y entrenadores de pasajeros; locomotoras y soluciones para transporte y arrendamiento automatizados; productos y soluciones para la automatización ferroviaria; mantenimiento y servicios digitales; y soluciones digitales y basadas en la nube, y servicios relacionados. El segmento de saludos de Siemens desarrolla, fabrica y vende varios productos y servicios de diagnóstico y terapéuticos; y ofrece servicios de consultoría y capacitación clínica. El segmento SFS ofrece inversiones de deuda y capital; arrendamiento, préstamos y capital de trabajo, estructurado, equipos y financiamiento de proyectos; y servicios de asesoramiento financiero. Siemens Aktiengesellschaft fue fundado en 1847 y tiene su sede en Munich, Alemania."
40,AMARILLO,SQM,Yahoo Finance,8.26,99.06,35.88,176.09,Chile,,,1.9758689,-0.07388,0.058029998,2.71,93.263,9.098,6.13,1.142,"La Sociedad Química y Minera de Chile S.A. opera como una empresa minera en todo el mundo. La compañía ofrece nutrientes especiales de plantas, que incluyen nitrato de potasio de sodio, mezclas especializadas y otros fertilizantes especializados bajo ultrasol, Qrop, Speedfol, Allgánico, ultrasolina, Prop. También proporciona yodo y sus derivados para su uso en productos nutricionales médicos, agrícolas, industriales y humanos y animales que comprenden medios de contraste de rayos X, biocidas, antisépticos y desinfectantes, intermedios farmacéuticos, intermedios farmacéuticos, polarizando las películas para las pantallas LCD y las pantallas LED, los productos químicos, los orgánicos y los pigmentos, y se agregan a las sales edibles para prevenir la deficiencia de la ID de ICD. Además, la compañía produce carbonato de litio e hidróxido de litio que se utilizan en la producción de material de cátodo para baterías secundarias; cloruro de litio; y productos químicos básicos de litio y derivados de litio utilizados en grasas lubricantes para vidrio resistente al calor, papas fritas para la industria de cerámica y acristalamiento, y productos químicos para el aire acondicionado, así como otras síntesis farmacéuticas y aleaciones de metales. Además, produce sulfato de potasio; y cloruro de potasio que se usa como fertilizante para la aplicación de potasio a diferentes cultivos. Además, la compañía produce y comercializa productos químicos industriales, como el nitrato de sodio utilizado principalmente en la producción de vidrio y explosivos, procesamiento y reciclaje de metales, y la producción de materiales y adhesivos aislantes; El nitrato de potasio utilizado como materia prima para producir fritas y vidrio especial, así como en el esmalte, el tratamiento del metal y los sectores pirotécnicos; sales solares utilizadas como medio de almacenamiento térmico en plantas de generación de energía solar; y cloruro de potasio como aditivo en los sectores de procesamiento de aceite y procesamiento de alimentos. Además, está involucrado en la comercialización de fertilizantes de terceros; y exploración de depósitos de cobre, oro y plata. La compañía fue fundada en 1926 y tiene su sede en Santiago, Chile."
83,AMARILLO,AIR.PA,Yahoo Finance,10.82,171.82,161.1,6.66,Netherlands,0.85,28.431372,5.708457,0.21065001,0.023610001,1.34,64.595,17.681,1.24,1.218,"Airbus SE, junto con sus subsidiarias, se involucra en el diseño, la fabricación y la entrega de productos, servicios y soluciones aeronáuticos y aeroespaciales en todo el mundo. Funciona a través de tres segmentos: Airbus, Airbus Helicopters y Airbus Defense and Space. El segmento de Airbus desarrolla, fabrica, mercado y vende aviones de pasajeros comerciales, aviones de carga, aviones turbopropulsores regionales y componentes de aeronaves, así como proporciona conversión de aviones y servicios relacionados. El segmento de helicópteros de Airbus se desarrolla, fabrica, comercializa y vende helicópteros civiles y militares; y proporciona servicios relacionados con el helicóptero. El segmento de defensa y espacio de Airbus diseña, desarrolla, ofrece y apoya sistemas aéreos militares tripulados y no tripulados y servicios relacionados. Este segmento también ofrece sistemas espaciales civiles y de defensa para telecomunicaciones, observaciones de la tierra, navegación y sistemas de ciencia y orbitales; sistemas de lanzadores de misiles y espaciales; y servicios sobre el procesamiento de datos desde plataformas, comunicación segura y seguridad cibernética. La compañía fue conocida anteriormente como Airbus Group SE y cambió su nombre a Airbus SE en abril de 2017. La compañía fue incorporada en 1998 y tiene su sede en Leiden, Países Bajos."
80,AMARILLO,ASML.AS,Yahoo Finance,22.06,992.77,683.7,45.21,Netherlands,0.34,30.997742,15.390822,0.55618,0.15335,2.9,21.033,23.391,1.08,1.221,"ASML Holding N.V. proporciona soluciones de litografía para el desarrollo, producción, marketing, ventas, actualización y servicio de sistemas avanzados de equipos de semiconductores. Ofrece sistemas de litografía, metrología e inspección. La compañía también proporciona sistemas de litografía ultravioleta extremos; y sistemas de litografía ultravioleta profunda que comprenden soluciones de sistemas de inmersión y litografía seca para fabricar diversos nodos y tecnologías semiconductores. Además, ofrece sistemas de metrología e inspección, incluidos los sistemas de metrología óptica de rendimiento de Sendero para evaluar la calidad de los patrones en las obleas; y soluciones de haz de electrones HMI para identificar y analizar defectos de chips individuales. Además, la compañía proporciona soluciones de litografía computacional y sistemas de litografía y soluciones de software de control; y se renovan y actualizan los sistemas de litografía, así como ofrece atención al cliente y servicios relacionados. Además, ofrece hardware, software y servicios a los fabricantes de chips para producir los patrones de circuitos integrados. La compañía opera en Japón, Corea del Sur, Singapur, Taiwán, China, el resto de Asia, los Países Bajos, el resto de Europa, el Medio Oriente, África y los Estados Unidos. La compañía fue conocida anteriormente como ASM Lithography Holding N.V. y cambió su nombre a ASML Holding N.V. en 2001. ASML Holding N.V. fue fundada en 1984 y tiene su sede en Veldhoven, Países Bajos."
64,AMARILLO,META,Yahoo Finance,17.65,736.02,656.03,12.19,United States,0.74,25.753685,8.986417,0.39835,0.17879999,2.21,26.763,18.513,0.32,1.237,"Meta Platforms, Inc. se involucra en el desarrollo de productos que permiten a las personas conectarse y compartir con amigos y familiares a través de dispositivos móviles, computadoras personales, realidad virtual y auriculares de realidad mixta, realidad aumentada y wearables en todo el mundo. Funciona a través de dos segmentos, Familia de Aplicaciones (FOA) y Reality Labs (RL). El segmento FOA ofrece Facebook, que permite a las personas construir una comunidad a través de alimentos, carretes, historias, grupos, mercados y otros; Instagram que acerca a las personas a través de la alimentación de Instagram, las historias, los carretes, los vivos y los mensajes; Messenger, una solicitud de mensajería para que las personas se conecten con amigos, familiares, comunidades y negocios en plataformas y dispositivos a través de texto, audio y videollamadas; Threads, una aplicación para actualizaciones basadas en texto y conversaciones públicas; y WhatsApp, una aplicación de mensajería utilizada por personas y empresas para comunicarse y realizar transacciones de manera privada. El segmento RL proporciona productos relacionados con la realidad virtual, aumentada y mixta que comprenden hardware, software y contenido del consumidor que ayudan a las personas a sentirse conectados, en cualquier momento y en cualquier lugar. La compañía fue conocida anteriormente como Facebook, Inc. y cambió su nombre a Meta Platforms, Inc. en octubre de 2021. La compañía se incorporó en 2004 y tiene su sede en Menlo Park, California."
59,AMARILLO,AAPL,Yahoo Finance,5.77,258.4,212.93,21.35,United States,6.86,32.91291,47.333927,1.38015,0.23809999,3.08,146.994,23.26,0.49,1.275,"Apple Inc. diseña, fabrica y comercializa teléfonos inteligentes, computadoras personales, tabletas, wearables y accesorios en todo el mundo. La compañía ofrece iPhone, una línea de teléfonos inteligentes; Mac, una línea de computadoras personales; iPad, una línea de tabletas multipropósito; y wearables, hogar y accesorios que comprenden AirPods, Apple TV, Apple Watch, Beats Products y HomePod. También proporciona soporte de Applecare y servicios en la nube; y opera varias plataformas, incluida la App Store que permite a los clientes descubrir y descargar aplicaciones y contenido digital, como libros, música, videos, juegos y podcasts, así como los servicios de publicidad incluyen arreglos de licencias de terceros y sus propias plataformas de publicidad. Además, la compañía ofrece varios servicios basados ​​en suscripción, como Apple Arcade, un servicio de suscripción de juegos; Apple Fitness+, un servicio de fitness personalizado; Apple Music, que ofrece a los usuarios una experiencia auditiva curada con estaciones de radio a pedido; Apple News+, un servicio de noticias y revistas de suscripción; Apple TV+, que ofrece contenido original exclusivo; Apple Card, una tarjeta de crédito de marca compartida; y Apple Pay, un servicio de pago sin efectivo, así como con licencia de su propiedad intelectual. La compañía atiende a los consumidores y pequeñas y medianas empresas; y la educación, la empresa y los mercados gubernamentales. Distribuye aplicaciones de terceros para sus productos a través de la App Store. La compañía también vende sus productos a través de sus tiendas minoristas y en línea, y la fuerza de ventas directa; y portadores de redes celulares de terceros, mayoristas, minoristas y revendedores. Apple Inc. fue fundada en 1976 y tiene su sede en Cupertino, California."
77,AMARILLO,ORCL,Yahoo Finance,17.47,191.27,162.27,17.87,United States,1.7,37.850117,27.076563,1.03741,0.073460005,1.16,632.501,23.867,1.23,1.276,"Oracle Corporation ofrece productos y servicios que abordan entornos de tecnología de la información empresarial en todo el mundo. Su software Oracle Cloud como oferta de servicios incluye varias aplicaciones de software en la nube, incluida Oracle Fusion Cloud Enterprise Resource Planning (ERP), Oracle Fusion Cloud Enterprise Performance Management, Oracle Fusion Cloud Supply Chain y Manufacturing Management, Oracle Fusion Cloud Human Gestión, Oracle Cerner Healthcare y NetSuite Aplications Suite, así como ventas de fusiones de Oracle Fusion, y marketing. La compañía también ofrece soluciones de la industria basadas en la nube para diversas industrias; Licencias de aplicación Oracle; y servicios de soporte de licencia Oracle. Además, proporciona tecnologías de infraestructura del negocio de la nube y licencia, como la base de datos Oracle y la base de datos MySQL; Java, un lenguaje de desarrollo de software; y middleware, incluidas herramientas de desarrollo y otras. Las tecnologías de infraestructura del negocio de la nube y de licencia de la compañía también comprenden capacidades de computo, almacenamiento y redes basadas en la nube; y Oracle Autonomous Database y MySQL Heatwave, así como Internet de cosas, asistente digital y blockchain. Además, proporciona productos de hardware y otras ofertas de software relacionadas con el hardware, incluidos sistemas de ingeniería de Oracle, servidores empresariales, soluciones de almacenamiento, hardware específico de la industria, software de virtualización, sistemas operativos, software de administración y servicios de hardware relacionados, así como productos de soporte de hardware; y consultoría y servicio al cliente. La compañía comercializa y vende sus ofertas de nube, licencia, hardware, apoyo y servicios directamente a empresas en diversas industrias, agencias gubernamentales e instituciones educativas, así como a través de canales indirectos. Oracle Corporation fue fundada en 1977 y tiene su sede en Austin, Texas."
62,AMARILLO,AMZN,Yahoo Finance,5.43,242.06,211.37,14.52,United States,0.53,34.28385,7.2921586,0.2524,0.07632,1.76,51.641,18.292,,1.308,"Amazon.com, Inc. se involucra en la venta minorista de productos de consumo, publicidad y servicio de suscripciones a través de tiendas en línea y físicas en América del Norte e internacionalmente. La compañía opera a través de tres segmentos: North America, International y Amazon Web Services (AWS). También fabrica y vende dispositivos electrónicos, incluyendo Kindle, tabletas de fuego, televisores de fuego, eco, anillo, parpadeo y eero; y desarrolla y produce contenido de medios. Además, la compañía ofrece programas que permiten a los vendedores vender sus productos en sus tiendas; y programas que permiten a los autores, editores independientes, músicos, cineastas, streamers de twitch, desarrolladores de habilidades y aplicaciones, y otros publicar y vender contenido. Además, proporciona cómputo, almacenamiento, base de datos, análisis, aprendizaje automático y otros servicios, así como servicios de publicidad a través de programas, como anuncios patrocinados, exhibición y publicidad de video. Además, la compañía ofrece Amazon Prime, un programa de membresía. Los productos de la compañía ofrecidos a través de sus tiendas incluyen mercancías y contenido comprado para reventa y productos ofrecidos por vendedores externos. Sirve a consumidores, vendedores, desarrolladores, empresas, creadores de contenido, anunciantes y empleados. Amazon.com, Inc. se incorporó en 1994 y tiene su sede en Seattle, Washington."
90,AMARILLO,BNP.PA,Yahoo Finance,11.26,81.58,79.08,3.16,France,-1.72,8.412631,0.69346106,0.09052,0.00439,,,,6.06,1.409,"BNP Paribas SA ofrece varios productos y servicios bancarios y financieros en Europa, Medio Oriente, África, América y Asia Pacífico. Opera a través de tres divisiones: banca corporativa e institucional; Comercial, banca y servicios personales; y servicios de inversión y protección. La división de banca corporativa e institucional ofrece servicios de mercado de capitales, valores, banca de inversión, financiamiento, gestión de riesgos, gestión de efectivo y asesoramiento financiero para clientes corporativos e inversores institucionales. Su división comercial y de servicios de banca y banca personal brinda servicios de financiación y arrendamiento de equipos, movilidad y servicios de banca digital, así como cuentas corrientes, productos de ahorro, bancosguanto, productos y servicios de seguros y préstamos de consumo. La División de Servicios de Inversión y Protección proporciona servicios de protección, ahorro, inversión y bienes raíces para apoyar a individuos, profesionales, clientes corporativos e instituciones. La compañía fue conocida anteriormente como Banca Nationale de Paris y cambió su nombre a BNP Paribas SA en mayo de 2000. BNP Paribas SA fue fundada en 1822 y tiene su sede en París, Francia."
78,AMARILLO,CRM,Yahoo Finance,15.41,366.87,289.17,26.87,United States,2.52,45.67217,4.568007,0.10258,0.047259998,5.1,19.731,24.763,0.58,1.421,"Salesforce, Inc. proporciona tecnología de gestión de relaciones con el cliente (CRM) que conecta a empresas y clientes en todo el mundo. La compañía ofrece Agentforce, una capa de agente de la plataforma Salesforce; Data Cloud, un motor de datos; AI de industrias para crear agentes de IA específicos de la industria con AgentForce; Salesforce Starter, un conjunto de solución para pequeños y medianos negocios; Slack, una plataforma de comunicación y productividad en el lugar de trabajo; Tableau, una solución analítica de extremo a extremo para la gama de casos de uso empresarial y análisis inteligente con modelos de IA, tendencias spot, predecir resultados, recomendaciones oportunas y tomar medidas desde cualquier dispositivo; y soluciones de integración y análisis. También proporciona plataforma de marketing; Servicios de comercio, que capacita la experiencia de compra en varios puntos de contacto del cliente; y solución de servicio de campo que permite a las empresas conectar agentes de servicios, despachadores y empleados móviles a través de una plataforma centralizada para programar y despachar trabajos, así como rastrear y administrar trabajos. Salesforce, Inc. se incorporó en 1999 y tiene su sede en San Francisco, California."
